,price,powerStatusD,furnishedD,bathD,transactionTypeD,propTypeD,bedroomD,waterStatus,isPrimeLocProp,floorNo,floors,amenitiesCount,floorRatio
23,62500000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,8.0,15.0,26.0,0.5333333333333333
24,62000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 2 Hours Available,Y,5.0,9.0,12.0,0.5555555555555556
25,61000000,No/Rare Powercut,Unfurnished,5,Resale,Apartment,3,Water Availability 24 Hours Available,Y,19.0,58.0,31.0,0.3275862068965517
26,70000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,2.0,11.0,11.0,0.18181818181818182
27,8500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,30.0,0.49096401229102654
28,7800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,8.0,15.0,0.5
29,17400000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,18.0,35.0,21.0,0.5142857142857142
30,7000000,No/Rare Powercut,Semi-Furnished,3,Resale,Residential House,3,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,7.0,0.49096401229102654
31,9600000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,7.0,11.0,0.14285714285714285
32,4500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,6.0,23.0,14.0,0.2608695652173913
33,32100000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,2.0,11.0,10.0,0.18181818181818182
34,10000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,36.0,19.0,0.2777777777777778
35,19700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,14.0,39.0,29.0,0.358974358974359
36,23500000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,5,Water Availability 24 Hours Available,Y,0.0,6.0,15.0,0.0
37,9000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,29.0,6.0,0.10344827586206896
38,11500000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,6.0,0.49096401229102654
39,19000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,6.0,9.0,5.0,0.6666666666666666
40,12500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
41,16000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,8.0,12.0,11.0,0.6666666666666666
42,20000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,8.0,3.0,0.375
43,12000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,15.0,23.0,15.0,0.6521739130434783
44,24250000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,7.0,5.0,0.14285714285714285
45,16000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,10.0,18.0,21.0,0.5555555555555556
46,24700000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
47,25000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,0.0,4.0,6.0,0.0
48,9000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,3.0,5.0,0.6666666666666666
49,16500000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,4.0,14.444773175542407,0.5
50,43000000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,N,3.0,7.0,15.0,0.42857142857142855
51,12927000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,43.0,67.0,13.0,0.6417910447761194
52,39900000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,29.0,29.0,0.10344827586206896
53,12500000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,11.0,11.0,0.09090909090909091
54,12500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,7.0,7.0,8.0,1.0
55,14000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,8.0,25.0,0.25
56,14500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,22.0,23.0,17.0,0.9565217391304348
57,32000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,9.0,6.0,0.5555555555555556
58,23500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,9.0,16.0,23.0,0.5625
59,8228000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,11.0,22.0,26.0,0.5
60,24000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,45.0,11.0,0.2222222222222222
61,8000000,No/Rare Powercut,Semi-Furnished,3,Resale,Villa,4,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,4.0,0.49096401229102654
62,13800000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,12.0,22.0,29.0,0.5454545454545454
63,71600000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,5.0,30.0,27.0,0.16666666666666666
64,34240000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,25.0,32.0,26.0,0.78125
65,11000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,18.0,22.0,18.0,0.8181818181818182
66,14800000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,27.0,48.0,17.0,0.5625
67,11000000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,N,1.0,3.0,4.0,0.3333333333333333
68,52500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,6.0,16.0,0.16666666666666666
69,9200000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,8.0,7.0,0.75
70,15000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,18.0,56.0,29.0,0.32142857142857145
71,20000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,9.0,40.0,7.0,0.225
72,10500000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,13.0,18.0,6.0,0.7222222222222222
73,11500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 12 Hours Available,Y,3.0,7.0,14.444773175542407,0.42857142857142855
74,11700000,No/Rare Powercut,Semi-Furnished,1,Resale,Builder Floor Apartment,1,Water Availability 24 Hours Available,N,3.0,4.0,7.0,0.75
75,15000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,20.0,8.0,0.05
76,32906000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,36.0,45.0,15.0,0.8
77,27500000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,38.0,43.0,8.0,0.8837209302325582
78,15000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,14.0,19.0,9.0,0.7368421052631579
79,56400000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,22.0,40.0,41.0,0.55
80,17000000,No/Rare Powercut,Semi-Furnished,2,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,N,2.0,5.0,13.0,0.4
81,31500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,16.0,18.0,8.0,0.8888888888888888
82,9700000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,11.0,21.0,12.0,0.5238095238095238
83,21000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,12.0,16.0,20.0,0.75
84,9999000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,12.0,7.0,0.16666666666666666
85,18000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,5.0,9.0,3.0,0.5555555555555556
86,14500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,7.0,7.0,0.14285714285714285
87,11000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,12.0,12.0,0.16666666666666666
88,27500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,7.0,8.0,14.0,0.875
89,16900000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 12 Hours Available,N,0.0,8.0,7.0,0.0
90,4900000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,8.0,23.0,16.0,0.34782608695652173
91,7952700,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,16.0,19.0,0.3125
92,7600000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,23.0,23.0,11.0,1.0
93,11800000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,0.0,4.0,14.444773175542407,0.0
94,2300000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,8.0,13.0,0.5
95,6900000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.0,22.0,7.0,0.4090909090909091
96,10000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,6.0,7.0,14.444773175542407,0.8571428571428571
97,7100000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,7.0,8.0,1.0
98,13000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,7.0,14.444773175542407,0.42857142857142855
99,81000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,6.0,14.0,19.0,0.42857142857142855
100,350000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,6.0,6.0,0.3333333333333333
101,34000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,16.0,13.0,0.1875
102,80000000,No/Rare Powercut,Furnished,2,Resale,Villa,2,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,12.0,0.49096401229102654
103,28000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,3.0,12.0,8.0,0.25
104,13500000,No/Rare Powercut,Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,16.0,19.0,8.0,0.8421052631578947
105,19000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,1.0,4.0,6.0,0.25
106,42500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,20.0,30.0,0.25
107,8600000,No/Rare Powercut,Semi-Furnished,5,Resale,Penthouse,4,Water Availability 24 Hours Available,Y,13.0,14.0,24.0,0.9285714285714286
108,47500000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,2,Water Availability 24 Hours Available,Y,31.0,77.0,9.0,0.4025974025974026
109,13000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,5.0,11.0,0.6
110,69900000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,23.0,35.0,40.0,0.6571428571428571
111,160000000,No/Rare Powercut,Furnished,8,Resale,Apartment,8,Water Availability 24 Hours Available,Y,11.0,15.0,12.0,0.7333333333333333
112,90000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,25.0,30.0,28.0,0.8333333333333334
113,65000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,7.0,12.0,5.0,0.5833333333333334
114,79900000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,10.0,12.0,0.3
115,32500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,7.0,7.0,0.14285714285714285
116,18000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,5.0,7.0,0.4
117,28500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
118,32500000,No/Rare Powercut,Semi-Furnished,1,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,N,6.0,6.0,6.0,1.0
119,10500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,4.0,29.0,23.0,0.13793103448275862
120,18500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,6.0,10.0,0.5
121,11000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,14.0,12.0,0.35714285714285715
122,27500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,22.0,11.0,0.45454545454545453
123,15400000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,10.0,12.0,26.0,0.8333333333333334
124,50000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,7.0,3.0,0.2857142857142857
125,8500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 1 Hour Available,N,2.0,3.0,14.444773175542407,0.6666666666666666
126,19800000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,12.0,7.0,0.3333333333333333
127,8800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,7.0,11.0,0.42857142857142855
128,20000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,5.0,7.0,3.0,0.7142857142857143
129,9000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,35.0,11.0,0.14285714285714285
130,20000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,6.0,7.0,5.0,0.8571428571428571
131,14000000,No/Rare Powercut,Furnished,2,Rent,Apartment,3,Water Availability 24 Hours Available,Y,9.0,11.0,15.0,0.8181818181818182
132,9500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,52.0,0.49096401229102654
133,62400000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,2.0,46.0,8.0,0.043478260869565216
134,28500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,24.0,33.0,19.0,0.7272727272727273
135,18500000,No/Rare Powercut,Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,4.0,11.0,0.75
136,12500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,8.0,0.49096401229102654
137,49500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,15.0,12.0,0.5333333333333333
138,18000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,28.0,36.0,11.0,0.7777777777777778
139,30000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,4.0,8.0,11.0,0.5
140,32600000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,10.0,20.0,18.0,0.5
141,100000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,7.0,6.0,0.42857142857142855
142,14000000,No/Rare Powercut,Semi-Furnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,5.0,42.0,18.0,0.11904761904761904
143,37500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,7.0,2.0,0.42857142857142855
144,35100000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,2,Water Availability 1 Hour Available,N,4.0,4.0,14.444773175542407,1.0
145,18000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,3.0,14.444773175542407,0.6666666666666666
146,7800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,19.0,0.49096401229102654
147,4600000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,16.0,19.0,12.0,0.8421052631578947
148,5600000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,16.0,7.0,0.125
149,16000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,14.0,22.0,11.0,0.6363636363636364
150,56500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,N,12.0,16.0,13.0,0.75
151,30000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,7.0,15.0,10.0,0.4666666666666667
152,18000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,N,5.0,7.0,13.0,0.7142857142857143
153,20000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,0.0,7.0,5.0,0.0
154,10000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,40.0,14.444773175542407,0.2
155,7700000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,15.0,15.0,16.0,1.0
156,16000000,No/Rare Powercut,Unfurnished,4,New Property,Residential House,4,Water Availability 24 Hours Available,N,3.0,15.0,21.0,0.2
157,22500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,5.0,0.49096401229102654
158,40000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,7.0,4.0,0.5714285714285714
159,16000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,4.0,7.0,9.0,0.5714285714285714
160,5000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,8.0,8.0,11.0,1.0
161,4700000,No/Rare Powercut,Furnished,4,Resale,Builder Floor Apartment,3,Water Availability 24 Hours Available,N,4.0,5.0,4.0,0.8
162,12500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,11.0,16.0,14.444773175542407,0.6875
163,11000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,6.0,7.0,2.0,0.8571428571428571
164,16500000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,5.0,6.0,14.444773175542407,0.8333333333333334
165,20000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,6.0,10.0,6.0,0.6
166,9000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,16.0,27.0,22.0,0.5925925925925926
167,16500000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,3.0,3.0,6.0,1.0
168,8000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 1 Hour Available,Y,2.0,4.0,14.444773175542407,0.5
169,31000000,No/Rare Powercut,Unfurnished,1,New Property,Residential House,1,Water Availability 24 Hours Available,Y,4.0,4.0,14.444773175542407,1.0
170,13900000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,5.0,9.0,7.0,0.5555555555555556
171,16000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,7.0,5.0,0.14285714285714285
172,67500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,7.0,20.0,20.0,0.35
173,6500000,No/Rare Powercut,Unfurnished,1,New Property,Builder Floor Apartment,1,Water Availability 24 Hours Available,N,3.0,4.0,2.0,0.75
174,12500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,14.0,14.0,8.0,1.0
175,9500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,7.0,12.0,0.7142857142857143
176,18000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,18.0,28.0,22.0,0.6428571428571429
177,11000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,1.0,6.0,11.0,0.16666666666666666
178,17800000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,5.0,12.0,2.0,0.4166666666666667
179,15000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,16.0,17.0,15.0,0.9411764705882353
180,21000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 1 Hour Available,N,0.0,4.0,4.0,0.0
181,15500000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,12.0,13.0,0.5833333333333334
182,31100000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,2.0,8.0,14.444773175542407,0.25
183,36500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,9.0,15.0,10.0,0.6
184,36000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,7.0,7.0,17.0,1.0
185,21000000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,9.0,14.0,12.0,0.6428571428571429
186,20100000,No/Rare Powercut,Unfurnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,21.0,0.49096401229102654
187,58500000,No/Rare Powercut,Unfurnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,9.0,13.0,35.0,0.6923076923076923
188,60000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,3.0,10.0,0.6666666666666666
189,15500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,12.0,12.0,0.8333333333333334
190,16000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,2.0,14.444773175542407,1.0
191,17500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,5.0,7.0,8.0,0.7142857142857143
192,23000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,7.0,35.0,26.0,0.2
193,27500000,No/Rare Powercut,Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,5.0,23.0,18.0,0.21739130434782608
194,16500000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,4,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,8.0,0.49096401229102654
195,45000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,11.0,6.0,0.6363636363636364
196,17800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 2 Hours Available,Y,2.0,7.0,26.0,0.2857142857142857
197,19500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,1.0,10.0,13.0,0.1
198,13000000,No/Rare Powercut,Unfurnished,2,Resale,Residential House,2,Water Availability 24 Hours Available,N,0.0,1.0,2.0,0.0
199,14500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,0.0,7.0,9.0,0.0
200,12800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,12.0,17.0,2.0,0.7058823529411765
201,30000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 1 Hour Available,Y,1.0,4.0,14.444773175542407,0.25
202,10000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,12.0,19.0,18.0,0.631578947368421
203,9500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,22.0,30.0,22.0,0.7333333333333333
204,20000000,No/Rare Powercut,Semi-Furnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,40.0,78.0,34.0,0.5128205128205128
205,21500000,No/Rare Powercut,Unfurnished,2,New Property,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,-2.0,3.0,17.0,-0.6666666666666666
206,17900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,25.0,26.0,0.4
207,29000000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,25.0,44.0,39.0,0.5681818181818182
208,17600000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,20.0,10.0,0.5
209,3440000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,25.0,40.0,16.0,0.625
210,14900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,23.0,24.0,0.21739130434782608
211,12100000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,12.0,25.0,0.25
