,price,powerStatusD,furnishedD,bathD,transactionTypeD,propTypeD,bedroomD,waterStatus,isPrimeLocProp,floorNo,floors,amenitiesCount,floorRatio
403,28100000,No/Rare Powercut,Furnished,5,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,77.0,29.0,0.12987012987012986
404,68000000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,8.0,16.0,27.0,0.5
405,18000000,No/Rare Powercut,Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,10.0,26.0,16.0,0.38461538461538464
406,12400000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,5.0,65.0,29.0,0.07692307692307693
407,61000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,3,Water Availability 24 Hours Available,Y,18.0,50.0,47.0,0.36
408,9900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,21.0,22.0,0.23809523809523808
409,24500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,24.0,21.0,0.20833333333333334
410,19100000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,7.0,14.0,31.0,0.5
411,35100000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,8.0,20.0,10.0,0.4
412,7200000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,4.0,7.0,8.0,0.5714285714285714
413,105000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,7.0,17.0,7.0,0.4117647058823529
414,24000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,12.0,21.0,15.0,0.5714285714285714
415,20000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,0.0,3.0,3.0,0.0
416,7211000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,9.0,12.0,3.0,0.75
417,12000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,2.0,9.0,15.0,0.2222222222222222
418,95000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,2.0,4.0,5.0,0.5
419,12700000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,25.0,45.0,44.0,0.5555555555555556
420,9800000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,3.0,30.0,11.0,0.1
421,14000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,3.0,7.0,5.0,0.42857142857142855
422,32981300,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,7.0,11.0,7.0,0.6363636363636364
423,19999999,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,15.0,20.0,14.0,0.75
424,36000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,13.0,16.0,9.0,0.8125
425,46000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,67.0,25.0,0.14925373134328357
426,24400000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,20.0,22.0,13.0,0.9090909090909091
427,29500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,15.0,20.0,24.0,0.75
428,47000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,23.0,36.0,18.0,0.6388888888888888
429,40000000,No/Rare Powercut,Semi-Furnished,3,Resale,Villa,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,5.0,0.49096401229102654
430,17000000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,15.0,31.0,17.0,0.4838709677419355
431,17000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,20.0,30.0,22.0,0.6666666666666666
432,20700000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 1 Hour Available,Y,4.0,7.0,2.0,0.5714285714285714
433,42500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,3.0,5.0,1.0
434,20500000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,4.0,4.0,0.75
435,21500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,10.0,16.0,11.0,0.625
436,28000000,No/Rare Powercut,Semi-Furnished,1,Resale,Residential House,1,Water Availability 24 Hours Available,N,2.0,3.0,14.444773175542407,0.6666666666666666
437,11000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,7.0,9.0,0.8571428571428571
438,18000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,11.0,11.0,0.6363636363636364
439,18500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,14.0,14.0,9.0,1.0
440,85000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,7.0,10.0,9.0,0.7
441,17000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,16.0,17.0,11.0,0.9411764705882353
442,21500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,0.0,6.0,2.0,0.0
443,50000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,55.0,67.0,51.0,0.8208955223880597
444,62000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,20.0,13.0,0.5
445,35000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,5.0,7.0,0.8
446,19000000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,16.0,0.49096401229102654
447,19800000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,16.0,12.0,0.625
448,10000000,No/Rare Powercut,Furnished,4,Resale,Residential House,4,Water Availability 24 Hours Available,Y,2.0,2.0,18.0,1.0
449,16100000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,15.0,20.0,2.0,0.75
450,13000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,14.0,30.0,18.0,0.4666666666666667
451,17500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,16.0,11.0,0.3125
452,35549865,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,11.0,25.0,14.0,0.44
453,29000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,28.0,0.49096401229102654
454,22500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,5.0,12.0,19.0,0.4166666666666667
455,22000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,26.0,16.0,0.19230769230769232
456,36000000,No/Rare Powercut,Semi-Furnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,33.0,41.0,6.0,0.8048780487804879
457,34500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,5.0,10.0,11.0,0.5
458,34900000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,18.0,21.0,0.5555555555555556
459,26500000,No/Rare Powercut,Semi-Furnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,5.0,15.0,12.0,0.3333333333333333
460,18000000,No/Rare Powercut,Semi-Furnished,5,New Property,Apartment,4,Water Availability 24 Hours Available,Y,49.0,67.0,46.0,0.7313432835820896
461,32700000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,2,Water Availability 24 Hours Available,Y,1.0,7.0,12.0,0.14285714285714285
462,39000000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,0.0,4.0,18.0,0.0
463,43000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,18.0,15.0,0.4444444444444444
464,15000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,22.0,22.0,11.0,1.0
465,2150000,No/Rare Powercut,Unfurnished,3,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,6.0,6.0,11.0,1.0
466,38000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,17.0,22.0,9.0,0.7727272727272727
467,27500000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,8.0,10.0,0.125
468,30000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,4.0,4.0,8.0,1.0
469,9500000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,9.40818363273453,19.1626746506986,24.0,0.49096401229102654
470,12000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 2 Hours Available,N,12.0,12.0,10.0,1.0
471,40000000,No/Rare Powercut,Unfurnished,4,New Property,Apartment,3,Water Availability 24 Hours Available,Y,12.0,24.0,28.0,0.5
472,70000000,No/Rare Powercut,Semi-Furnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,30.0,56.0,21.0,0.5357142857142857
473,50100000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,42.0,67.0,43.0,0.6268656716417911
474,40000000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,20.0,42.0,20.0,0.47619047619047616
475,105000000,No/Rare Powercut,Unfurnished,5,New Property,Apartment,4,Water Availability 24 Hours Available,Y,48.0,78.0,27.0,0.6153846153846154
476,20900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,22.0,20.0,0.45454545454545453
477,72500000,No/Rare Powercut,Semi-Furnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,22.0,78.0,11.0,0.28205128205128205
478,38550000,No/Rare Powercut,Semi-Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,22.0,0.49096401229102654
479,23900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
480,135000000,No/Rare Powercut,Semi-Furnished,4,New Property,Apartment,4,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,39.0,0.49096401229102654
481,71000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,60.0,75.0,27.0,0.8
482,43500000,No/Rare Powercut,Furnished,4,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,10.0,0.49096401229102654
483,350000000,No/Rare Powercut,Semi-Furnished,5,Resale,Apartment,5,Water Availability 24 Hours Available,Y,68.0,78.0,40.0,0.8717948717948718
484,14000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,30.0,0.49096401229102654
485,27600000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,26.0,32.0,36.0,0.8125
486,76500000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,12.0,30.0,19.0,0.4
487,35900000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,32.0,43.0,9.0,0.7441860465116279
488,49600000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,16.0,40.0,15.0,0.4
489,90000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,4.0,14.0,19.0,0.2857142857142857
490,73000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,26.0,0.49096401229102654
491,21500000,No/Rare Powercut,Semi-Furnished,5,Resale,Apartment,4,Water Availability 24 Hours Available,Y,31.0,68.0,40.0,0.45588235294117646
492,44000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,16.0,40.0,16.0,0.4
493,18100000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,14.0,0.49096401229102654
494,29500000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,15.0,9.0,0.6666666666666666
495,29000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,29.0,34.0,17.0,0.8529411764705882
496,67500000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,5.0,24.0,5.0,0.20833333333333334
497,26800000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,4.0,20.0,21.0,0.2
498,15555555,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,7.0,4.0,0.8571428571428571
499,18500000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,3,Water Availability 24 Hours Available,Y,-1.0,22.0,10.0,-0.045454545454545456
500,44500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 12 Hours Available,Y,9.40818363273453,19.1626746506986,14.444773175542407,0.49096401229102654
501,55000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,10.0,9.0,0.5
502,46400000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,15.0,17.0,9.0,0.8823529411764706
503,16500000,No/Rare Powercut,Unfurnished,1,New Property,Apartment,1,Water Availability 24 Hours Available,Y,4.0,4.0,11.0,1.0
504,11100000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 1 Hour Available,Y,5.0,7.0,16.0,0.7142857142857143
505,42500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,7.0,10.0,10.0,0.7
506,43000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,10.0,42.0,21.0,0.23809523809523808
507,17000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,3.0,6.0,5.0,0.5
508,22000000,No/Rare Powercut,Unfurnished,4,Resale,Apartment,4,Water Availability 24 Hours Available,Y,36.0,58.0,30.0,0.6206896551724138
509,90000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,10.0,12.0,17.0,0.8333333333333334
510,35000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,12.0,6.0,0.4166666666666667
511,12500000,No/Rare Powercut,Unfurnished,3,Resale,Residential House,4,Water Availability 24 Hours Available,Y,0.0,2.0,14.444773175542407,0.0
512,34000000,No/Rare Powercut,Semi-Furnished,6,Resale,Apartment,4,Water Availability 24 Hours Available,N,25.0,25.0,16.0,1.0
513,29000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,4.0,5.0,0.25
514,30000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,4.0,7.0,19.0,0.5714285714285714
515,7500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,2,Water Availability 1 Hour Available,N,3.0,4.0,14.444773175542407,0.75
516,21000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,11.0,21.0,16.0,0.5238095238095238
517,65000000,No/Rare Powercut,Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,10.0,12.0,14.0,0.8333333333333334
518,130000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,7.0,9.0,0.8571428571428571
519,120000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,3.0,17.0,6.0,0.17647058823529413
520,90000000,No/Rare Powercut,Semi-Furnished,1,Resale,Builder Floor Apartment,1,Water Availability 1 Hour Available,N,0.0,6.0,14.444773175542407,0.0
521,100000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,4.0,10.0,2.0,0.4
522,2700000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,22.0,22.0,9.0,1.0
523,15000000,No/Rare Powercut,Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,2.0,7.0,3.0,0.2857142857142857
524,17600000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,20.0,43.0,0.5
525,40000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,7.0,22.0,23.0,0.3181818181818182
526,11000000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,N,11.0,11.0,8.0,1.0
527,125000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,37.0,47.0,6.0,0.7872340425531915
528,85000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,4.0,38.0,16.0,0.10526315789473684
529,260000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,16.0,23.0,21.0,0.6956521739130435
530,18000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,9.0,11.0,0.2222222222222222
531,7500000,No/Rare Powercut,Semi-Furnished,6,Resale,Villa,6,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,10.0,0.49096401229102654
532,8100000,No/Rare Powercut,Furnished,2,Resale,Residential House,3,Water Availability 24 Hours Available,N,3.0,4.0,5.0,0.75
533,23000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,35.0,27.0,0.2857142857142857
534,19000000,No/Rare Powercut,Semi-Furnished,3,Resale,Residential House,3,Water Availability 24 Hours Available,N,5.0,6.0,9.0,0.8333333333333334
535,7200000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,9.0,21.0,14.444773175542407,0.42857142857142855
536,18500000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,11.0,21.0,25.0,0.5238095238095238
537,70000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 1 Hour Available,Y,1.0,3.0,14.444773175542407,0.3333333333333333
538,17900000,No/Rare Powercut,Unfurnished,3,Resale,Builder Floor Apartment,3,Water Availability 24 Hours Available,Y,9.40818363273453,19.1626746506986,4.0,0.49096401229102654
539,180000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,2.0,6.0,1.0
540,2650000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,3.0,5.0,1.0
541,8000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,6.0,7.0,5.0,0.8571428571428571
542,16500000,No/Rare Powercut,Unfurnished,1,Resale,Residential House,3,Water Availability 6 Hours Available,N,0.0,1.0,5.0,0.0
543,39000000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,3.0,13.0,20.0,0.23076923076923078
544,15500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,12.0,27.0,23.0,0.4444444444444444
545,14100000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,14.0,20.0,16.0,0.7
546,60000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,15.0,17.0,0.5333333333333333
547,18000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,16.0,47.0,38.0,0.3404255319148936
548,4000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,N,3.0,7.0,14.0,0.42857142857142855
549,38170000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,27.0,26.0,0.25925925925925924
550,9800000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,N,1.0,13.0,14.444773175542407,0.07692307692307693
551,6200000,No/Rare Powercut,Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,2.0,6.0,18.0,0.3333333333333333
552,10800000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,16.0,23.0,32.0,0.6956521739130435
553,9000000,No/Rare Powercut,Unfurnished,5,Resale,Apartment,5,Water Availability 24 Hours Available,Y,57.0,70.0,23.0,0.8142857142857143
554,7500000,No/Rare Powercut,Unfurnished,2,Resale,Builder Floor Apartment,2,Water Availability 24 Hours Available,Y,2.0,2.0,8.0,1.0
555,4300000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,17.0,21.0,10.0,0.8095238095238095
556,78800000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,11.0,18.0,19.0,0.6111111111111112
557,51100000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,24.0,53.0,20.0,0.4528301886792453
558,32500000,No/Rare Powercut,Furnished,2,Resale,Apartment,3,Water Availability 24 Hours Available,Y,4.0,17.0,10.0,0.23529411764705882
559,105000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,7.0,14.0,12.0,0.5
560,48000000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,9.0,10.0,3.0,0.9
561,65000000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,7.0,22.0,9.0,0.3181818181818182
562,19500000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,7.0,9.0,0.2857142857142857
563,13500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,18.0,11.0,0.3333333333333333
564,40000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,N,6.0,7.0,9.0,0.8571428571428571
565,14500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,11.0,38.0,27.0,0.2894736842105263
566,12000000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,14.0,10.0,0.14285714285714285
567,23000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,2,Water Availability 24 Hours Available,N,3.0,4.0,14.444773175542407,0.75
568,15500000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 12 Hours Available,N,3.0,14.0,14.444773175542407,0.21428571428571427
569,17000000,No/Rare Powercut,Semi-Furnished,2,Resale,Residential House,2,Water Availability 24 Hours Available,Y,2.0,2.0,18.0,1.0
570,20000000,No/Rare Powercut,Unfurnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,2.0,4.0,5.0,0.5
571,32000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 2 Hours Available,N,2.0,7.0,14.444773175542407,0.2857142857142857
572,11300000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,3.0,23.0,27.0,0.13043478260869565
573,13580000,No/Rare Powercut,Unfurnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,17.0,30.0,14.444773175542407,0.5666666666666667
574,10040000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,18.0,22.0,32.0,0.8181818181818182
575,7500000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,4,Water Availability 24 Hours Available,Y,5.0,12.0,11.0,0.4166666666666667
576,10500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,12.0,21.0,25.0,0.5714285714285714
577,46000000,No/Rare Powercut,Semi-Furnished,2,New Property,Apartment,1,Water Availability 24 Hours Available,Y,9.0,13.0,21.0,0.6923076923076923
578,11500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,11.0,16.0,13.0,0.6875
579,18500000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,30.0,46.0,27.0,0.6521739130434783
580,50000000,No/Rare Powercut,Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,1.0,8.0,6.0,0.125
581,13800000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,1,Water Availability 24 Hours Available,Y,12.0,17.0,12.0,0.7058823529411765
582,9350000,No/Rare Powercut,Unfurnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,15.0,20.0,22.0,0.75
583,14100000,No/Rare Powercut,Furnished,8,Resale,Apartment,8,Water Availability 24 Hours Available,N,5.0,24.0,22.0,0.20833333333333334
584,110000000,No/Rare Powercut,Semi-Furnished,1,Resale,Apartment,1,Water Availability 24 Hours Available,Y,4.0,6.0,2.0,0.6666666666666666
585,16500000,No/Rare Powercut,Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,2.0,6.0,4.0,0.3333333333333333
586,9200000,No/Rare Powercut,Unfurnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,5.0,8.0,9.0,0.625
587,8800000,No/Rare Powercut,Semi-Furnished,3,Resale,Apartment,3,Water Availability 24 Hours Available,Y,1.0,17.0,6.0,0.058823529411764705
588,10000000,No/Rare Powercut,Furnished,4,Resale,Residential House,3,Water Availability 24 Hours Available,N,0.0,2.0,14.444773175542407,0.0
589,48000000,No/Rare Powercut,Unfurnished,2,New Property,Apartment,2,Water Availability 24 Hours Available,Y,10.0,27.0,12.0,0.37037037037037035
590,18500000,No/Rare Powercut,Semi-Furnished,3,New Property,Apartment,3,Water Availability 24 Hours Available,Y,17.0,20.0,14.0,0.85
591,22000000,No/Rare Powercut,Semi-Furnished,2,Resale,Apartment,2,Water Availability 24 Hours Available,Y,8.0,12.0,18.0,0.6666666666666666
