,price,bathD,bedroomD,landAreaUnitD,floorNo,floors,2 To 4 Hours Powercut,Less Than 2 Hour Powercut,No/Rare Powercut,Furnished,Semi-Furnished,Unfurnished,Apartment,Builder Floor Apartment,Penthouse,Residential House,Villa,New Property,Other,Rent,Resale,Water Availability 1 Hour Available,Water Availability 12 Hours Available,Water Availability 2 Hours Available,Water Availability 24 Hours Available,Water Availability 6 Hours Available,N,Y,amenitiesCount,floorRatio
774,6000000,2,2,sqft,4.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7.0,0.5714285714285714
775,10500000,3,3,sqft,9.414171656686626,19.1626746506986,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.0,0.4912764960158325
776,15000000,1,1,sqft,3.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.0,0.42857142857142855
777,62500000,3,2,sqft,7.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.0,1.0
778,20000000,2,2,sqft,2.0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2.0,0.6666666666666666
779,16500000,2,2,sqft,5.0,17.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.0,0.29411764705882354
780,5100000,2,1,sqft,8.0,10.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,19.0,0.8
781,17800000,2,1,sqft,1.0,13.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18.0,0.07692307692307693
782,6700000,2,2,sqft,9.0,9.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6.0,1.0
783,9100000,2,2,sqft,17.0,40.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16.0,0.425
784,17500000,3,3,sqft,4.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13.0,0.5714285714285714
785,14000000,2,2,sqft,10.0,20.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,23.0,0.5
786,13200000,1,1,sqft,3.0,4.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2.0,0.75
787,6500000,2,1,sqft,1.0,11.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,10.0,0.09090909090909091
788,23000000,1,1,sqft,4.0,4.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6.0,1.0
789,10000000,2,2,sqft,3.0,10.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,14.444773175542407,0.3
790,37700000,2,2,sqft,3.0,8.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12.0,0.375
791,14700000,2,2,sqft,16.0,23.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,36.0,0.6956521739130435
792,13300000,2,2,sqft,5.0,9.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.0,0.5555555555555556
793,15400000,2,2,sqft,12.0,14.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14.444773175542407,0.8571428571428571
794,33500000,2,2,sqft,3.0,3.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6.0,1.0
795,3000000,2,2,sqft,7.0,9.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14.0,0.7777777777777778
796,10000000,1,1,sqft,3.0,5.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6.0,0.6
797,3300000,2,1,sqft,9.0,11.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11.0,0.8181818181818182
798,9500000,2,2,sqft,5.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,0.7142857142857143
799,7500000,2,1,sqft,7.0,7.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3.0,1.0
800,16000000,2,2,sqft,20.0,36.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,0.5555555555555556
801,24000000,3,3,sqft,62.0,67.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,28.0,0.9253731343283582
802,8260000,2,2,sqft,1.0,47.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.0,0.02127659574468085
803,14900000,2,2,sqft,10.0,18.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,15.0,0.5555555555555556
804,12500000,2,1,sqft,22.0,40.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0,0.55
805,13200000,2,2,sqft,15.0,36.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,0.4166666666666667
806,19100000,2,1,sqft,10.0,23.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0,0.43478260869565216
807,37000000,3,2,sqft,30.0,35.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,0.8571428571428571
808,9900000,5,4,sqft,59.0,91.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.0,0.6483516483516484
809,22880000,2,1,sqft,15.0,23.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7.0,0.6521739130434783
810,11000000,2,1,sqft,7.0,22.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16.0,0.3181818181818182
811,11000000,5,5,sqft,43.0,65.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.0,0.6615384615384615
812,20300000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5.0,0.4912764960158325
813,19800000,5,5,sqft,35.0,65.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,38.0,0.5384615384615384
814,20000000,2,1,sqft,0.0,8.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,23.0,0.0
815,34000000,2,1,sqft,4.0,12.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6.0,0.3333333333333333
816,14200000,2,1,sqft,-1.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.0,-0.14285714285714285
817,25000000,1,1,sqft,3.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5.0,0.42857142857142855
818,30000000,2,2,sqft,1.0,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,15.0,0.5
819,17000000,2,2,sqft,23.0,31.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5.0,0.7419354838709677
820,13100000,2,1,sqft,9.0,16.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5.0,0.5625
821,49000000,2,2,sqft,11.0,39.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16.0,0.28205128205128205
822,19999999,2,2,sqft,21.0,32.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,0.65625
823,10000000,4,3,sqft,13.0,17.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,34.0,0.7647058823529411
824,8500000,2,2,sqft,14.0,23.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.0,0.6086956521739131
825,20800000,2,1,sqft,2.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,13.0,0.2857142857142857
826,9000000,2,1,sqft,2.0,6.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6.0,0.3333333333333333
827,10400000,2,2,sqft,1.0,4.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,14.444773175542407,0.25
828,64000000,2,2,sqft,10.0,43.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.0,0.23255813953488372
829,161000000,3,3,sqft,5.0,22.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12.0,0.22727272727272727
830,57200000,2,2,sqft,13.0,22.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.0,0.5909090909090909
831,27500000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.0,0.4912764960158325
832,31500000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,23.0,0.4912764960158325
833,24400000,2,2,sqft,15.0,42.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0,0.35714285714285715
834,140000000,2,1,sqft,15.0,23.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.0,0.6521739130434783
835,85000000,2,1,sqft,9.0,13.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,18.0,0.6923076923076923
836,150000000,4,4,sqft,21.0,38.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,17.0,0.5526315789473685
837,105000000,2,1,sqft,5.0,27.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,20.0,0.18518518518518517
838,210000000,4,4,sqft,3.0,13.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,15.0,0.23076923076923078
839,21000000,4,4,sqft,13.0,29.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,33.0,0.4482758620689655
840,600000000,4,6,Sq-ft,0.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,9.0,0.0
841,22500000,2,1,sqft,2.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10.0,0.5
842,145000000,6,5,sqft,11.0,14.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.0,0.7857142857142857
843,13000000,2,2,sqft,3.0,15.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.0,0.2
844,16000000,2,2,sqft,1.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,13.0,0.14285714285714285
845,12000000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,0.4912764960158325
846,12000000,2,2,sqft,3.0,23.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,6.0,0.13043478260869565
847,20000000,1,1,sqft,2.0,2.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,1.0
848,24200000,2,3,sqft,7.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.0,1.0
849,28000000,2,2,sqft,2.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14.444773175542407,0.2857142857142857
850,12700000,3,2,sqft,12.0,23.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,23.0,0.5217391304347826
851,20100000,3,3,sqft,5.0,7.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7.0,0.7142857142857143
852,22500000,2,2,sqft,4.0,4.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.0,1.0
853,25000000,4,4,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7.0,0.4912764960158325
854,16000000,2,2,sqft,5.0,15.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8.0,0.3333333333333333
855,3300000,2,2,sqft,4.0,22.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7.0,0.18181818181818182
856,8500000,1,1,sqft,0.0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,14.444773175542407,0.0
857,15000000,2,2,sqft,2.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.0,0.2857142857142857
858,6700000,1,1,sqft,0.0,5.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,14.444773175542407,0.0
859,5200000,3,3,sqft,7.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,1.0
860,6200000,3,3,sqft,1.0,40.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,21.0,0.025
861,27450000,3,3,sqft,10.0,13.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4.0,0.7692307692307693
862,61000000,2,1,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.444773175542407,0.4912764960158325
863,48000000,2,2,sqft,15.0,23.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.0,0.6521739130434783
864,5200000,2,1,sqft,9.414171656686626,19.1626746506986,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8.0,0.4912764960158325
865,32500000,2,1,sqft,1.0,4.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,14.444773175542407,0.25
866,6600000,2,2,sqft,0.0,4.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,10.0,0.0
867,18000000,2,2,sqft,12.0,25.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.0,0.48
868,7500000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0,0.4912764960158325
869,5900000,3,3,sqft,1.0,10.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0,0.1
870,5000000,3,3,sqft,5.0,10.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9.0,0.5
871,6000000,3,3,sqft,2.0,6.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,15.0,0.3333333333333333
872,2500000,2,2,sqft,2.0,13.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12.0,0.15384615384615385
873,50000000,2,1,sqft,4.0,16.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8.0,0.25
874,60000000,2,2,sqft,5.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.0,0.7142857142857143
875,21500000,2,1,sqft,5.0,11.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11.0,0.45454545454545453
876,600000000,1,1,sqft,3.0,6.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3.0,0.5
877,20000000,3,3,sqft,8.0,13.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.0,0.6153846153846154
878,22500000,2,2,sqft,4.0,5.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7.0,0.8
879,2500000,2,2,sqft,7.0,39.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,15.0,0.1794871794871795
880,12500000,2,2,sqft,14.0,18.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,19.0,0.7777777777777778
881,26500000,3,3,sqft,15.0,40.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.0,0.375
882,26000000,2,2,sqft,30.0,42.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,22.0,0.7142857142857143
883,28500000,2,2,sqft,5.0,7.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.0,0.7142857142857143
884,9800000,2,2,sqft,21.0,44.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,15.0,0.4772727272727273
885,16000000,2,2,sqft,22.0,43.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,0.5116279069767442
886,19900000,1,1,sqft,1.0,6.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,10.0,0.16666666666666666
887,21200000,3,3,sqft,1.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,21.0,0.14285714285714285
888,9900000,2,2,sqft,6.0,8.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.0,0.75
889,31500000,2,1,sqft,5.0,7.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.0,0.7142857142857143
890,17000000,2,2,sqft,16.0,40.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,0.4
891,9900000,1,3,sqft,14.0,22.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.0,0.6363636363636364
892,14500000,3,3,sqft,48.0,62.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0,0.7741935483870968
893,15900000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.0,0.4912764960158325
894,21500000,1,1,sqft,9.0,9.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,12.0,1.0
895,30000000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,13.0,0.4912764960158325
896,14000000,2,1,sqft,10.0,17.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.0,0.5882352941176471
897,25000000,2,2,sqft,10.0,17.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.0,0.5882352941176471
898,9500000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.0,0.4912764960158325
899,8500000,2,2,sqft,5.0,11.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.0,0.45454545454545453
900,17500000,3,3,sqft,1.0,10.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13.0,0.1
901,7745000,3,3,sqft,4.0,25.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18.0,0.16
902,10500000,3,4,sqft,1.0,13.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,13.0,0.07692307692307693
903,15000000,2,1,sqft,13.0,23.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6.0,0.5652173913043478
904,18500000,2,1,sqft,14.0,14.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12.0,1.0
905,15000000,1,1,sqft,3.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.0,0.6
906,3600000,1,1,sqft,1.0,5.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.0,0.2
907,87500000,2,1,sqft,5.0,23.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,0.21739130434782608
908,2600000,2,2,sqft,9.0,21.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4.0,0.42857142857142855
909,21000000,2,2,sqft,8.0,23.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,25.0,0.34782608695652173
910,5000000,1,1,sqft,0.0,4.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14.444773175542407,0.0
911,31500000,3,3,sqft,18.0,45.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.0,0.4
912,22300000,2,2,sqft,3.0,29.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0,0.10344827586206896
913,20000000,2,2,sqft,14.0,22.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13.0,0.6363636363636364
914,21000000,2,2,sqft,5.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5.0,0.7142857142857143
915,19500000,2,2,sqft,9.0,18.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,12.0,0.5
916,33000000,2,2,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,34.0,0.4912764960158325
917,22000000,3,2,sqft,11.0,48.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,17.0,0.22916666666666666
918,29000000,2,2,sqft,6.0,6.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,14.444773175542407,1.0
919,11850000,2,1,sqft,8.0,16.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,13.0,0.5
920,32000000,2,2,sqft,5.0,21.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.0,0.23809523809523808
921,10100000,3,3,sqft,15.0,45.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.0,0.3333333333333333
922,10000000,1,1,sqft,1.0,4.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.0,0.25
923,18500000,2,1,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.444773175542407,0.4912764960158325
924,16500000,2,2,sqft,10.0,15.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,20.0,0.6666666666666666
925,23000000,2,1,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.444773175542407,0.4912764960158325
926,13100000,2,2,sqft,1.0,16.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9.0,0.0625
927,489000000,2,2,sqft,5.0,13.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3.0,0.38461538461538464
928,22000000,2,1,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.0,0.4912764960158325
929,14000000,1,1,sqft,2.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14.444773175542407,0.4
930,22500000,2,3,sqft,9.414171656686626,19.1626746506986,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.0,0.4912764960158325
931,26000000,3,3,sqft,7.0,13.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.0,0.5384615384615384
932,7400000,4,3,sqft,13.0,44.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27.0,0.29545454545454547
933,8700000,2,1,sqft,2.0,3.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12.0,0.6666666666666666
934,11000000,1,1,sqft,8.0,17.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9.0,0.47058823529411764
935,6950000,4,3,sqft,1.0,11.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9.0,0.09090909090909091
936,24500000,2,2,sqft,7.0,25.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.0,0.28
937,22500000,2,3,sqft,24.0,30.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0,0.8
938,16500000,2,2,sqft,11.0,13.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7.0,0.8461538461538461
939,12500000,1,1,sqft,2.0,11.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13.0,0.18181818181818182
940,11200000,2,2,sqft,35.0,78.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.0,0.44871794871794873
941,26000000,2,2,sqft,7.0,14.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14.0,0.5
942,2900000,1,1,sqft,4.0,14.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5.0,0.2857142857142857
943,16000000,2,2,sqft,2.0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3.0,0.6666666666666666
944,28500000,2,1,sqft,3.0,7.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.0,0.42857142857142855
945,20000000,1,1,sqft,3.0,4.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.0,0.75
946,12800000,4,3,sqft,3.0,7.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,17.0,0.42857142857142855
947,15800000,2,2,sqft,20.0,31.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14.0,0.6451612903225806
948,28500000,2,2,sqft,20.0,40.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.0,0.5
